最大整流电流5A，反向工作电压45V，一款SMD封装的肖特基二极管
最大整流电流2A，反向工作电压80V，一款SMD封装的肖特基二极管
最大整流电流2.5A，反向工作电压60V，一款SMD封装的肖特基二极管
最大整流电流3A，反向工作电压30V，一款SMD封装的肖特基二极管
最大整流电流3A，反向工作电压80V，一款SMD封装的肖特基二极管
最大整流电流3A，反向工作电压100V，一款SMD封装的肖特基二极管
最大整流电流5A，反向工作电压30V，一款SMD封装的肖特基二极管
最大整流电流3A，反向工作电压40V，一款SMD封装的肖特基二极管
最大整流电流3A，反向工作电压60V，一款SMD封装的肖特基二极管
最大整流电流3A，反向工作电压150V，一款SMD封装的肖特基二极管
最大整流电流6A，反向工作电压30V，一款SMD封装的肖特基二极管
最大整流电流6A，反向工作电压30V，一款SMD封装的肖特基二极管
最大整流电流1.5A，反向工作电压60V，一款SMD封装的肖特基二极管
最大整流电流1.6A，反向工作电压40V，一款SMD封装的肖特基二极管
最大整流电流2.6A，反向工作电压40V，一款SMD封装的肖特基二极管
最大整流电流3A，反向工作电压30V，一款SMD封装的肖特基二极管
最大整流电流3A，反向工作电压60V，一款SMD封装的肖特基二极管
最大整流电流3A，反向工作电压100V，一款SMD封装的肖特基二极管
最大整流电流3A，反向工作电压40V，一款SMD封装的肖特基二极管
最大整流电流3A，反向工作电压60V，一款SMD封装的肖特基二极管
最大整流电流5A，反向工作电压40V，一款SMD封装的肖特基二极管
最大整流电流5A，反向工作电压60V，一款SMD封装的肖特基二极管
最大整流电流10A，反向工作电压30V，一款SMD封装的肖特基二极管
最大整流电流10A，反向工作电压30V，一款SMD封装的肖特基二极管
最大整流电流5A，反向工作电压40V，一款THD封装的肖特基二极管
最大整流电流5A，反向工作电压60V，一款THD封装的肖特基二极管
最大整流电流5A，反向工作电压90V，一款THD封装的肖特基二极管
最大整流电流90A，反向工作电压150V，一款THD封装的肖特基二极管
最大整流电流1A，反向工作电压40V，一款Axial Type封装的肖特基二极管
最大整流电流1A，反向工作电压60V，一款Axial Type封装的肖特基二极管
最大整流电流2A，反向工作电压40V，一款Axial Type封装的肖特基二极管
最大整流电流2A，反向工作电压60V，一款Axial Type封装的肖特基二极管
最大整流电流3A，反向工作电压40V，一款Axial Type封装的肖特基二极管
最大整流电流3A，反向工作电压60V，一款Axial Type封装的肖特基二极管
最大整流电流5A，反向工作电压30V，一款SMD封装的肖特基二极管
最大整流电流5A，反向工作电压30V，一款SMD封装的肖特基二极管
最大整流电流5A，反向工作电压40V，一款SMD封装的肖特基二极管
最大整流电流5A，反向工作电压60V，一款SMD封装的肖特基二极管
最大整流电流10A，反向工作电压30V，一款SMD封装的肖特基二极管
最大整流电流10A，反向工作电压30V，一款SMD封装的肖特基二极管
最大整流电流10A，反向工作电压40V，一款SMD封装的肖特基二极管
最大整流电流6A，反向工作电压100V，一款SMD封装的肖特基二极管
最大整流电流6A，反向工作电压120V，一款SMD封装的肖特基二极管
最大整流电流6A，反向工作电压150V，一款SMD封装的肖特基二极管
最大整流电流10A，反向工作电压40V，一款SMD封装的肖特基二极管
最大整流电流10A，反向工作电压60V，一款SMD封装的肖特基二极管
最大整流电流10A，反向工作电压90V，一款SMD封装的肖特基二极管
最大整流电流10A，反向工作电压150V，一款SMD封装的肖特基二极管
最大整流电流15A，反向工作电压40V，一款SMD封装的肖特基二极管
最大整流电流15A，反向工作电压100V，一款SMD封装的肖特基二极管
最大整流电流15A，反向工作电压150V，一款SMD封装的肖特基二极管
最大整流电流20A，反向工作电压30V，一款SMD封装的肖特基二极管
最大整流电流20A，反向工作电压40V，一款SMD封装的肖特基二极管
最大整流电流20A，反向工作电压90V，一款SMD封装的肖特基二极管
最大整流电流20A，反向工作电压100V，一款SMD封装的肖特基二极管
最大整流电流20A，反向工作电压150V，一款SMD封装的肖特基二极管
最大整流电流25A，反向工作电压60V，一款SMD封装的肖特基二极管
最大整流电流30A，反向工作电压30V，一款SMD封装的肖特基二极管
最大整流电流30A，反向工作电压30V，一款SMD封装的肖特基二极管
最大整流电流30A，反向工作电压40V，一款SMD封装的肖特基二极管
最大整流电流30A，反向工作电压40V，一款SMD封装的肖特基二极管
最大整流电流30A，反向工作电压60V，一款SMD封装的肖特基二极管
最大整流电流30A，反向工作电压100V，一款SMD封装的肖特基二极管
最大整流电流30A，反向工作电压150V，一款SMD封装的肖特基二极管
最大整流电流40A，反向工作电压30V，一款SMD封装的肖特基二极管
最大整流电流40A，反向工作电压30V，一款SMD封装的肖特基二极管
最大整流电流40A，反向工作电压40V，一款SMD封装的肖特基二极管
最大整流电流8A，反向工作电压40V，一款THD封装的肖特基二极管
最大整流电流10A，反向工作电压30V，一款THD封装的肖特基二极管
最大整流电流10A，反向工作电压40V，一款THD封装的肖特基二极管
最大整流电流10A，反向工作电压60V，一款THD封装的肖特基二极管
最大整流电流10A，反向工作电压90V，一款THD封装的肖特基二极管
最大整流电流10A，反向工作电压150V，一款THD封装的肖特基二极管
最大整流电流15A，反向工作电压40V，一款THD封装的肖特基二极管
最大整流电流15A，反向工作电压60V，一款THD封装的肖特基二极管
最大整流电流20A，反向工作电压30V，一款THD封装的肖特基二极管
最大整流电流20A，反向工作电压40V，一款THD封装的肖特基二极管
最大整流电流20A，反向工作电压60V，一款THD封装的肖特基二极管
最大整流电流20A，反向工作电压60V，一款THD封装的肖特基二极管
最大整流电流20A，反向工作电压90V，一款THD封装的肖特基二极管
最大整流电流20A，反向工作电压100V，一款THD封装的肖特基二极管
最大整流电流20A，反向工作电压120V，一款THD封装的肖特基二极管
最大整流电流20A，反向工作电压150V，一款THD封装的肖特基二极管
最大整流电流30A，反向工作电压30V，一款THD封装的肖特基二极管
最大整流电流30A，反向工作电压40V，一款THD封装的肖特基二极管
最大整流电流30A，反向工作电压60V，一款THD封装的肖特基二极管
最大整流电流30A，反向工作电压60V，一款THD封装的肖特基二极管
最大整流电流30A，反向工作电压100V，一款THD封装的肖特基二极管
最大整流电流30A，反向工作电压120V，一款THD封装的肖特基二极管
最大整流电流30A，反向工作电压150V，一款THD封装的肖特基二极管
最大整流电流40A，反向工作电压100V，一款THD封装的肖特基二极管
最大整流电流40A，反向工作电压120V，一款THD封装的肖特基二极管
最大整流电流20A，反向工作电压90V，一款THD封装的肖特基二极管
最大整流电流30A，反向工作电压40V，一款THD封装的肖特基二极管
最大整流电流30A，反向工作电压60V，一款THD封装的肖特基二极管
最大整流电流30A，反向工作电压150V，一款THD封装的肖特基二极管
最大整流电流40A，反向工作电压15V，一款THD封装的肖特基二极管
最大整流电流60A，反向工作电压15V，一款THD封装的肖特基二极管
最大整流电流60A，反向工作电压30V，一款THD封装的肖特基二极管
最大整流电流60A，反向工作电压30V，一款THD封装的肖特基二极管
最大整流电流60A，反向工作电压40V，一款THD封装的肖特基二极管
最大整流电流60A，反向工作电压60V，一款THD封装的肖特基二极管
最大整流电流60A，反向工作电压100V，一款THD封装的肖特基二极管
最大整流电流25A，反向工作电压60V，一款THD封装的肖特基二极管
最大整流电流30A，反向工作电压40V，一款THD封装的肖特基二极管
最大整流电流25A，反向工作电压60V，一款THD封装的肖特基二极管
最大整流电流1.2A，反向工作电压40V，一款SMD封装的肖特基二极管
最大整流电流120A，反向工作电压40V，一款Module封装的肖特基二极管
最大整流电流120A，反向工作电压60V，一款Module封装的肖特基二极管
最大整流电流180A，反向工作电压40V，一款Module封装的肖特基二极管
最大整流电流180A，反向工作电压60V，一款Module封装的肖特基二极管
最大整流电流240A，反向工作电压40V，一款Module封装的肖特基二极管
最大整流电流240A，反向工作电压60V，一款Module封装的肖特基二极管
最大整流电流360A，反向工作电压40V，一款Module封装的肖特基二极管
最大整流电流360A，反向工作电压60V，一款Module封装的肖特基二极管
最大整流电流4A，反向工作电压40V，一款THD封装的肖特基二极管
最大整流电流4A，反向工作电压60V，一款THD封装的肖特基二极管
最大整流电流4A，反向工作电压200V，一款THD封装的肖特基二极管
最大整流电流10A，反向工作电压40V，一款THD封装的肖特基二极管
最大整流电流15A，反向工作电压60V，一款THD封装的肖特基二极管
最大整流电流6A，反向工作电压200V，一款THD封装的肖特基二极管
最大整流电流15A，反向工作电压200V，一款THD封装的肖特基二极管
最大整流电流20A，反向工作电压60V，一款THD封装的肖特基二极管
最大整流电流30A，反向工作电压200V，一款THD封装的肖特基二极管
最大整流电流20A，反向工作电压600V，一款THD封装的肖特基二极管
最大整流电流20A，反向工作电压90V，一款THD封装的肖特基二极管
最大整流电流1A，反向工作电压600V，一款SMD封装的一般整流二极管
最大整流电流1A，反向工作电压600V，一款SMD封装的一般整流二极管
最大整流电流3A，反向工作电压600V，一款SMD封装的一般整流二极管
最大整流电流3A，反向工作电压600V，一款SMD封装的一般整流二极管
最大整流电流30A，反向工作电压800V，一款THD封装的一般整流二极管
最大整流电流3A，反向工作电压600V，一款SMD封装的一般整流二极管
最大整流电流5A，反向工作电压600V，一款SMD封装的一般整流二极管
最大整流电流1A，反向工作电压600V，一款SMD封装的一般整流二极管
最大整流电流1A，反向工作电压800V，一款SMD封装的一般整流二极管
最大整流电流2A，反向工作电压400V，一款SMD封装的一般整流二极管
最大整流电流1A，反向工作电压600V，一款SMD封装的一般整流二极管
最大整流电流1.1A，反向工作电压600V，一款SMD封装的一般整流二极管
最大整流电流1.2A，反向工作电压600V，一款SMD封装的一般整流二极管
最大整流电流1.2A，反向工作电压600V，一款SMD封装的一般整流二极管
最大整流电流3A，反向工作电压400V，一款SMD封装的一般整流二极管
最大整流电流3A，反向工作电压600V，一款SMD封装的一般整流二极管
最大整流电流1.4A，反向工作电压600V，一款SMD封装的一般整流二极管
最大整流电流3A，反向工作电压600V，一款SMD封装的一般整流二极管
最大整流电流4A，反向工作电压600V，一款SMD封装的一般整流二极管
最大整流电流5A，反向工作电压400V，一款SMD封装的一般整流二极管
最大整流电流25A，反向工作电压600V，一款SMD封装的一般整流二极管
最大整流电流25A，反向工作电压600V，一款SMD封装的一般整流二极管
最大整流电流30A，反向工作电压600V，一款THD封装的一般整流二极管
最大整流电流1A，反向工作电压600V，一款Axial封装的一般整流二极管
最大整流电流1A，反向工作电压800V，一款Axial封装的一般整流二极管
最大整流电流1.7A，反向工作电压600V，一款Axial封装的一般整流二极管
最大整流电流1.7A，反向工作电压800V，一款Axial封装的一般整流二极管
最大整流电流3A，反向工作电压1000V，一款Axial封装的一般整流二极管
最大整流电流3.5A，反向工作电压600V，一款Axial封装的一般整流二极管
最大整流电流3.5A，反向工作电压800V，一款Axial封装的一般整流二极管
最大整流电流16A，反向工作电压600V，一款SMD封装的一般整流二极管
最大整流电流3A，反向工作电压800V，一款SMD封装的一般整流二极管
最大整流电流5A，反向工作电压600V，一款SMD封装的一般整流二极管
最大整流电流15A，反向工作电压600V，一款SMD封装的一般整流二极管
最大整流电流30A，反向工作电压600V，一款THD封装的一般整流二极管
最大整流电流2A，反向工作电压800V，一款THD封装的桥式整流二极管
最大整流电流3A，反向工作电压800V，一款THD封装的桥式整流二极管
最大整流电流4A，反向工作电压800V，一款THD封装的桥式整流二极管
最大整流电流6A，反向工作电压800V，一款THD封装的桥式整流二极管
最大整流电流8A，反向工作电压800V，一款THD封装的桥式整流二极管
最大整流电流1.5A，反向工作电压600V，一款THD封装的桥式整流二极管
最大整流电流1.5A，反向工作电压600V，一款THD封装的桥式整流二极管
最大整流电流2A，反向工作电压600V，一款THD封装的桥式整流二极管
最大整流电流6A，反向工作电压600V，一款THD封装的桥式整流二极管
最大整流电流6A，反向工作电压800V，一款THD封装的桥式整流二极管
最大整流电流8A，反向工作电压600V，一款THD封装的桥式整流二极管
最大整流电流8A，反向工作电压800V，一款THD封装的桥式整流二极管
最大整流电流10A，反向工作电压600V，一款THD封装的桥式整流二极管
最大整流电流10A，反向工作电压800V，一款THD封装的桥式整流二极管
最大整流电流4A，反向工作电压600V，一款THD封装的桥式整流二极管
最大整流电流4A，反向工作电压600V，一款THD封装的桥式整流二极管
最大整流电流4A，反向工作电压800V，一款THD封装的桥式整流二极管
最大整流电流4A，反向工作电压800V，一款THD封装的桥式整流二极管
最大整流电流4A，反向工作电压600V，一款THD封装的桥式整流二极管
最大整流电流4A，反向工作电压600V，一款THD封装的桥式整流二极管
最大整流电流10A，反向工作电压600V，一款THD封装的桥式整流二极管
最大整流电流10A，反向工作电压800V，一款THD封装的桥式整流二极管
最大整流电流10A，反向工作电压600V，一款THD封装的桥式整流二极管
最大整流电流15A，反向工作电压600V，一款THD封装的桥式整流二极管
最大整流电流15A，反向工作电压800V，一款THD封装的桥式整流二极管
最大整流电流25A，反向工作电压600V，一款THD封装的桥式整流二极管
最大整流电流25A，反向工作电压800V，一款THD封装的桥式整流二极管
最大整流电流6A，反向工作电压600V，一款THD封装的桥式整流二极管
最大整流电流6A，反向工作电压600V，一款THD封装的桥式整流二极管
最大整流电流6A，反向工作电压800V，一款THD封装的桥式整流二极管
最大整流电流6A，反向工作电压800V，一款THD封装的桥式整流二极管
最大整流电流6A，反向工作电压600V，一款THD封装的桥式整流二极管
最大整流电流6A，反向工作电压600V，一款THD封装的桥式整流二极管
最大整流电流15A，反向工作电压600V，一款THD封装的桥式整流二极管
最大整流电流15A，反向工作电压800V，一款THD封装的桥式整流二极管
最大整流电流15A，反向工作电压1000V，一款THD封装的桥式整流二极管
最大整流电流15A，反向工作电压600V，一款THD封装的桥式整流二极管
最大整流电流15A，反向工作电压600V，一款THD封装的桥式整流二极管
最大整流电流15A，反向工作电压600V，一款THD封装的桥式整流二极管
最大整流电流15A，反向工作电压600V，一款THD封装的桥式整流二极管
最大整流电流20A，反向工作电压600V，一款THD封装的桥式整流二极管
最大整流电流20A，反向工作电压800V，一款THD封装的桥式整流二极管
最大整流电流25A，反向工作电压600V，一款THD封装的桥式整流二极管
最大整流电流25A，反向工作电压800V，一款THD封装的桥式整流二极管
最大整流电流25A，反向工作电压1000V，一款THD封装的桥式整流二极管
最大整流电流25A，反向工作电压600V，一款THD封装的桥式整流二极管
最大整流电流25A，反向工作电压600V，一款THD封装的桥式整流二极管
最大整流电流50A，反向工作电压800V，一款THD封装的桥式整流二极管
最大整流电流0.8A，反向工作电压600V，一款SMD封装的桥式整流二极管
最大整流电流0.8A，反向工作电压800V，一款SMD封装的桥式整流二极管
最大整流电流1A，反向工作电压800V，一款SMD封装的桥式整流二极管
最大整流电流1A，反向工作电压600V，一款SMD封装的桥式整流二极管
最大整流电流1A，反向工作电压800V，一款SMD封装的桥式整流二极管
最大整流电流1A，反向工作电压800V，一款SMD封装的桥式整流二极管
最大整流电流1.5A，反向工作电压600V，一款SMD封装的桥式整流二极管
最大整流电流1.5A，反向工作电压800V，一款SMD封装的桥式整流二极管
最大整流电流1A，反向工作电压600V，一款SMD封装的桥式整流二极管
最大整流电流1A，反向工作电压800V，一款SMD封装的桥式整流二极管
最大整流电流1A，反向工作电压600V，一款SMD封装的桥式整流二极管
最大整流电流1.1A，反向工作电压600V，一款SMD封装的桥式整流二极管
最大整流电流0.8A，反向工作电压600V，一款THD封装的桥式整流二极管
最大整流电流0.8A，反向工作电压800V，一款THD封装的桥式整流二极管
最大整流电流1A，反向工作电压600V，一款THD封装的桥式整流二极管
最大整流电流1A，反向工作电压800V，一款THD封装的桥式整流二极管
最大整流电流1A，反向工作电压800V，一款THD封装的桥式整流二极管
最大整流电流1.5A，反向工作电压600V，一款THD封装的桥式整流二极管
最大整流电流1.5A，反向工作电压800V，一款THD封装的桥式整流二极管
最大整流电流1A，反向工作电压600V，一款THD封装的桥式整流二极管
最大整流电流1A，反向工作电压800V，一款THD封装的桥式整流二极管
最大整流电流1A，反向工作电压600V，一款THD封装的桥式整流二极管
最大整流电流1.1A，反向工作电压600V，一款THD封装的桥式整流二极管
最大整流电流2A，反向工作电压600V，一款THD封装的桥式整流二极管
最大整流电流2.3A，反向工作电压600V，一款THD封装的桥式整流二极管
最大整流电流4A，反向工作电压600V，一款THD封装的桥式整流二极管
最大整流电流6A，反向工作电压600V，一款THD封装的桥式整流二极管
最大整流电流10A，反向工作电压600V，一款THD封装的桥式整流二极管
最大整流电流10A，反向工作电压600V，一款THD封装的桥式整流二极管
最大整流电流15A，反向工作电压600V，一款THD封装的桥式整流二极管
最大整流电流15A，反向工作电压600V，一款THD封装的桥式整流二极管
最大整流电流20A，反向工作电压600V，一款THD封装的桥式整流二极管
最大整流电流20A，反向工作电压800V，一款THD封装的桥式整流二极管
最大整流电流25A，反向工作电压600V，一款THD封装的桥式整流二极管
最大整流电流25A，反向工作电压800V，一款THD封装的桥式整流二极管
最大整流电流50A，反向工作电压600V，一款THD封装的桥式整流二极管
最大整流电流50A，反向工作电压800V，一款THD封装的桥式整流二极管
最大整流电流10A，反向工作电压600V，一款THD封装的桥式整流二极管
最大整流电流10A，反向工作电压800V，一款THD封装的桥式整流二极管
最大整流电流15A，反向工作电压600V，一款THD封装的桥式整流二极管
最大整流电流15A，反向工作电压800V，一款THD封装的桥式整流二极管
最大整流电流20A，反向工作电压600V，一款THD封装的桥式整流二极管
最大整流电流20A，反向工作电压800V，一款THD封装的桥式整流二极管
最大整流电流30A，反向工作电压600V，一款THD封装的桥式整流二极管
最大整流电流30A，反向工作电压800V，一款THD封装的桥式整流二极管
最大整流电流10A，反向工作电压600V，一款THD封装的桥式整流二极管
最大整流电流10A，反向工作电压800V，一款THD封装的桥式整流二极管
最大整流电流15A，反向工作电压600V，一款THD封装的桥式整流二极管
最大整流电流15A，反向工作电压800V，一款THD封装的桥式整流二极管
最大整流电流20A，反向工作电压600V，一款THD封装的桥式整流二极管
最大整流电流20A，反向工作电压800V，一款THD封装的桥式整流二极管
最大整流电流30A，反向工作电压600V，一款THD封装的桥式整流二极管
最大整流电流30A，反向工作电压800V，一款THD封装的桥式整流二极管
最大整流电流30A，反向工作电压1600V，一款THD封装的桥式整流二极管
最大整流电流30A，反向工作电压800V，一款THD封装的桥式整流二极管
最大整流电流45A，反向工作电压800V，一款THD封装的桥式整流二极管
最大整流电流45A，反向工作电压1600V，一款THD封装的桥式整流二极管
最大整流电流50A，反向工作电压800V，一款THD封装的桥式整流二极管
最大整流电流45A，反向工作电压1200V，一款THD封装的桥式整流二极管
最大整流电流30A，反向工作电压1200V，一款THD封装的桥式整流二极管
最大整流电流30A，反向工作电压1600V，一款THD封装的桥式整流二极管
最大整流电流45A，反向工作电压1600V，一款THD封装的桥式整流二极管
最大整流电流75A，反向工作电压800V，一款THD封装的桥式整流二极管
最大整流电流2A，反向工作电压800V，一款SMD封装的桥式整流二极管
最大整流电流2A，反向工作电压800V，一款THD封装的桥式整流二极管
最大整流电流100A，反向工作电压800V，一款THD封装的桥式整流二极管
最大整流电流100A，反向工作电压1200V，一款THD封装的桥式整流二极管
最大整流电流1A，反向工作电压600V，一款SMD封装的快恢复二极管
最大整流电流1A，反向工作电压1200V，一款SMD封装的快恢复二极管
最大整流电流5A，反向工作电压600V，一款SMD封装的快恢复二极管
最大整流电流20A，反向工作电压600V，一款SMD封装的快恢复二极管
最大整流电流30A，反向工作电压600V，一款THD封装的快恢复二极管
最大整流电流20A，反向工作电压200V，一款SMD封装的快恢复二极管
最大整流电流30A，反向工作电压1000V，一款THD封装的快恢复二极管
最大整流电流1.1A，反向工作电压200V，一款SMD封装的快恢复二极管
最大整流电流1.5A，反向工作电压400V，一款SMD封装的快恢复二极管
最大整流电流0.8A，反向工作电压600V，一款SMD封装的快恢复二极管
最大整流电流0.8A，反向工作电压700V，一款SMD封装的快恢复二极管
最大整流电流1A，反向工作电压1000V，一款SMD封装的快恢复二极管
最大整流电流1.1A，反向工作电压200V，一款SMD封装的快恢复二极管
最大整流电流1.5A，反向工作电压400V，一款SMD封装的快恢复二极管
最大整流电流3A，反向工作电压600V，一款SMD封装的快恢复二极管
最大整流电流1.5A，反向工作电压200V，一款SMD封装的快恢复二极管
最大整流电流3A，反向工作电压200V，一款SMD封装的快恢复二极管
最大整流电流1.3A，反向工作电压400V，一款SMD封装的快恢复二极管
最大整流电流1.5A，反向工作电压200V，一款SMD封装的快恢复二极管
最大整流电流1.5A，反向工作电压600V，一款SMD封装的快恢复二极管
最大整流电流2.1A，反向工作电压600V，一款SMD封装的快恢复二极管
最大整流电流3A，反向工作电压200V，一款SMD封装的快恢复二极管
最大整流电流3A，反向工作电压400V，一款SMD封装的快恢复二极管
最大整流电流5A，反向工作电压600V，一款SMD封装的快恢复二极管
最大整流电流5A，反向工作电压600V，一款SMD封装的快恢复二极管
最大整流电流8A，反向工作电压600V，一款SMD封装的快恢复二极管
最大整流电流10A，反向工作电压600V，一款SMD封装的快恢复二极管
最大整流电流20A，反向工作电压600V，一款SMD封装的快恢复二极管
最大整流电流20A，反向工作电压600V，一款SMD封装的快恢复二极管
最大整流电流8A，反向工作电压600V，一款SMD封装的快恢复二极管
最大整流电流30A，反向工作电压600V，一款SMD封装的快恢复二极管
最大整流电流3A，反向工作电压600V，一款THD封装的快恢复二极管
最大整流电流5A，反向工作电压600V，一款THD封装的快恢复二极管
最大整流电流10A，反向工作电压600V，一款THD封装的快恢复二极管
最大整流电流20A，反向工作电压600V，一款THD封装的快恢复二极管
最大整流电流3A，反向工作电压600V，一款THD封装的快恢复二极管
最大整流电流5A，反向工作电压400V，一款THD封装的快恢复二极管
最大整流电流5A，反向工作电压600V，一款THD封装的快恢复二极管
最大整流电流8A，反向工作电压600V，一款THD封装的快恢复二极管
最大整流电流8A，反向工作电压600V，一款THD封装的快恢复二极管
最大整流电流10A，反向工作电压600V，一款THD封装的快恢复二极管
最大整流电流20A，反向工作电压600V，一款THD封装的快恢复二极管
最大整流电流5A，反向工作电压200V，一款THD封装的快恢复二极管
最大整流电流10A，反向工作电压200V，一款THD封装的快恢复二极管
最大整流电流20A，反向工作电压600V，一款THD封装的快恢复二极管
最大整流电流30A，反向工作电压600V，一款THD封装的快恢复二极管
最大整流电流30A，反向工作电压600V，一款THD封装的快恢复二极管
最大整流电流20A，反向工作电压1000V，一款THD封装的快恢复二极管
最大整流电流30A，反向工作电压1000V，一款THD封装的快恢复二极管
最大整流电流60A，反向工作电压1200V，一款THD封装的快恢复二极管
最大整流电流0.8A，反向工作电压600V，一款Axial Type封装的快恢复二极管
最大整流电流0.8A，反向工作电压600V，一款Axial Type封装的快恢复二极管
最大整流电流1A，反向工作电压200V，一款Axial Type封装的快恢复二极管
最大整流电流1A，反向工作电压400V，一款Axial Type封装的快恢复二极管
最大整流电流1A，反向工作电压1000V，一款Axial Type封装的快恢复二极管
最大整流电流1.5A，反向工作电压200V，一款Axial Type封装的快恢复二极管
最大整流电流2A，反向工作电压400V，一款Axial Type封装的快恢复二极管
最大整流电流1.5A，反向工作电压200V，一款Axial Type封装的快恢复二极管
最大整流电流1.5A，反向工作电压600V，一款Axial Type封装的快恢复二极管
最大整流电流2A，反向工作电压400V，一款Axial Type封装的快恢复二极管
最大整流电流2A，反向工作电压1000V，一款Axial Type封装的快恢复二极管
最大整流电流2.2A，反向工作电压600V，一款Axial Type封装的快恢复二极管
最大整流电流3A，反向工作电压200V，一款Axial Type封装的快恢复二极管
最大整流电流3A，反向工作电压400V，一款Axial Type封装的快恢复二极管
最大整流电流3A，反向工作电压600V，一款Axial Type封装的快恢复二极管
最大整流电流5A，反向工作电压200V，一款SMD封装的快恢复二极管
最大整流电流5A，反向工作电压400V，一款SMD封装的快恢复二极管
最大整流电流10A，反向工作电压200V，一款SMD封装的快恢复二极管
最大整流电流10A，反向工作电压300V，一款SMD封装的快恢复二极管
最大整流电流20A，反向工作电压200V，一款SMD封装的快恢复二极管
最大整流电流20A，反向工作电压300V，一款SMD封装的快恢复二极管
最大整流电流5A，反向工作电压400V，一款THD封装的快恢复二极管
最大整流电流10A，反向工作电压400V，一款THD封装的快恢复二极管
最大整流电流10A，反向工作电压600V，一款THD封装的快恢复二极管
最大整流电流20A，反向工作电压300V，一款THD封装的快恢复二极管
最大整流电流20A，反向工作电压600V，一款THD封装的快恢复二极管
最大整流电流5A，反向工作电压200V，一款THD封装的快恢复二极管
最大整流电流10A，反向工作电压200V，一款THD封装的快恢复二极管
最大整流电流20A，反向工作电压200V，一款THD封装的快恢复二极管
最大整流电流20A，反向工作电压200V，一款THD封装的快恢复二极管
最大整流电流20A，反向工作电压300V，一款THD封装的快恢复二极管
最大整流电流20A，反向工作电压400V，一款THD封装的快恢复二极管
