,市场可交易,平均价格,最低价格
1258,-1,-1,-1
1259,0,0,0
1260,1,1.85,1.99
1261,0,0,0
1262,1,2.01,1.76
1263,1,15.59,15.71
1264,1,722.38,724.62
1265,-1,-1,-1
1266,-1,-1,-1
1267,1,176.81,205.48
1268,-1,-1,-1
1269,-1,-1,-1
1270,-1,-1,-1
1271,-1,-1,-1
1272,-1,-1,-1
1273,1,666,18.46
1274,-1,-1,-1
1275,-1,-1,-1
1276,-1,-1,-1
1277,-1,-1,-1
1278,-1,-1,-1
1279,-1,-1,-1
1280,-1,-1,-1
1281,-1,-1,-1
1282,-1,-1,-1
1283,1,1.1,1.18
1284,-1,-1,-1
1285,-1,-1,-1
1286,-1,-1,-1
1287,1,51.19,55.75
1288,-1,-1,-1
1289,-1,-1,-1
1290,1,1.35,1.31
1291,-1,-1,-1
1292,-1,-1,-1
1293,1,37.97,44.75
1294,-1,-1,-1
1295,-1,-1,-1
1296,-1,-1,-1
1297,1,0.9,0.94
1298,-1,-1,-1
1299,1,1.24,1.21
1300,-1,-1,-1
1301,-1,-1,-1
1302,-1,-1,-1
1303,1,25.3,25.14
1304,1,666,17.04
1305,1,0.59,0.85
1306,1,12.25,12.91
1307,1,666,18.76
1308,0,0,0
1309,0,0,0
1310,1,6.1,6.12
1311,1,666,21.12
1312,1,1.37,1.41
1313,-1,-1,-1
1314,-1,-1,-1
1315,-1,-1,-1
1316,-1,-1,-1
1317,-1,-1,-1
1318,-1,-1,-1
1319,1,0.06,0.08
1320,1,4.94,4.95
1321,-1,-1,-1
1322,0,0,0
1323,-1,-1,-1
1324,-1,-1,-1
1325,-1,-1,-1
1326,0,0,0
1327,-1,-1,-1
1328,-1,-1,-1
1329,-1,-1,-1
1330,-1,-1,-1
1331,-1,-1,-1
1332,-1,-1,-1
1333,-1,-1,-1
1334,-1,-1,-1
1335,-1,-1,-1
1336,-1,-1,-1
1337,-1,-1,-1
1338,-1,-1,-1
1339,-1,-1,-1
1340,-1,-1,-1
1341,-1,-1,-1
1342,-1,-1,-1
1343,-1,-1,-1
1344,0,0,0
1345,0,0,0
1346,-1,-1,-1
1347,-1,-1,-1
1348,-1,-1,-1
1349,-1,-1,-1
1350,-1,-1,-1
1351,-1,-1,-1
1352,-1,-1,-1
1353,-1,-1,-1
1354,-1,-1,-1
1355,-1,-1,-1
1356,0,0,0
1357,-1,-1,-1
1358,-1,-1,-1
1359,-1,-1,-1
1360,-1,-1,-1
1361,-1,-1,-1
1362,-1,-1,-1
1363,-1,-1,-1
1364,-1,-1,-1
1365,-1,-1,-1
1366,1,666,724.62
1367,1,22.13,21.73
1368,-1,-1,-1
1369,-1,-1,-1
1370,-1,-1,-1
1371,1,0.36,0.35
1372,-1,-1,-1
1373,-1,-1,-1
1374,-1,-1,-1
1375,-1,-1,-1
1376,-1,-1,-1
1377,-1,-1,-1
1378,1,0.12,0.2
1379,1,666,449.02
1380,1,1.01,1.12
1381,0,0,0
1382,1,10.4,11.43
1383,1,27.58,29.18
1384,1,0.24,0.24
1385,1,666,"1,069.61"
1386,1,30.68,33.32
1387,1,0.45,0.4
1388,1,0.33,0.27
1389,-1,-1,-1
1390,-1,-1,-1
1391,-1,-1,-1
1392,0,0,0
1393,-1,-1,-1
1394,-1,-1,-1
1395,-1,-1,-1
1396,-1,-1,-1
1397,-1,-1,-1
1398,-1,-1,-1
1399,-1,-1,-1
1400,-1,-1,-1
1401,1,0.02,0.04
1402,-1,-1,-1
1403,-1,-1,-1
1404,-1,-1,-1
1405,-1,-1,-1
1406,1,0.16,0.15
1407,-1,-1,-1
1408,0,0,0
1409,-1,-1,-1
1410,-1,-1,-1
1411,-1,-1,-1
1412,-1,-1,-1
1413,-1,-1,-1
1414,-1,-1,-1
1415,1,0.19,0.19
1416,-1,-1,-1
1417,-1,-1,-1
1418,-1,-1,-1
1419,-1,-1,-1
1420,1,0.08,0.1
1421,-1,-1,-1
1422,-1,-1,-1
1423,-1,-1,-1
1424,-1,-1,-1
1425,-1,-1,-1
1426,-1,-1,-1
1427,-1,-1,-1
1428,-1,-1,-1
1429,-1,-1,-1
1430,-1,-1,-1
1431,-1,-1,-1
1432,-1,-1,-1
1433,-1,-1,-1
1434,-1,-1,-1
1435,-1,-1,-1
1436,-1,-1,-1
1437,-1,-1,-1
1438,-1,-1,-1
1439,-1,-1,-1
1440,-1,-1,-1
1441,-1,-1,-1
1442,-1,-1,-1
1443,-1,-1,-1
1444,-1,-1,-1
1445,-1,-1,-1
1446,-1,-1,-1
1447,-1,-1,-1
1448,-1,-1,-1
1449,-1,-1,-1
1450,1,21.72,23.52
1451,-1,-1,-1
1452,-1,-1,-1
1453,-1,-1,-1
1454,-1,-1,-1
1455,-1,-1,-1
1456,0,0,0
1457,1,35.35,34.73
1458,1,376.09,375.75
1459,-1,-1,-1
1460,-1,-1,-1
1461,-1,-1,-1
1462,1,172.34,223.41
1463,-1,-1,-1
1464,1,70.03,82.83
1465,-1,-1,-1
1466,0,0,0
1467,0,0,0
1468,1,1.88,1.87
1469,1,2.69,2.68
1470,1,7.39,7.67
1471,1,33.56,35.21
1472,1,1.74,1.85
1473,1,12.55,12.96
1474,1,1.33,1.39
1475,0,0,0
1476,1,8.22,8.22
1477,1,3.47,4.1
1478,0,0,0
1479,1,666,59.39
1480,0,0,0
1481,1,7.98,7.04
1482,1,12.82,12.7
1483,1,10.33,9.95
1484,1,0.95,0.95
1485,1,4.16,4.2
1486,1,20.85,24.24
1487,1,0.38,0.4
1488,1,666,17.31
1489,-1,-1,-1
1490,1,0.4,0.41
1491,-1,-1,-1
1492,-1,-1,-1
1493,-1,-1,-1
1494,-1,-1,-1
1495,-1,-1,-1
1496,-1,-1,-1
1497,-1,-1,-1
1498,-1,-1,-1
1499,1,"5,892.02","5,864.66"
1500,-1,-1,-1
1501,1,27.29,27.29
1502,-1,-1,-1
1503,1,"1,231.16","1,276"
1504,-1,-1,-1
1505,-1,-1,-1
1506,-1,-1,-1
1507,-1,-1,-1
1508,-1,-1,-1
1509,-1,-1,-1
1510,1,10.14,10.21
1511,-1,-1,-1
1512,-1,-1,-1
1513,-1,-1,-1
1514,1,0.12,0.09
1515,0,0,0
1516,-1,-1,-1
1517,0,0,0
1518,-1,-1,-1
1519,1,399,397.95
1520,-1,-1,-1
1521,-1,-1,-1
1522,1,27.26,28.18
1523,-1,-1,-1
1524,-1,-1,-1
1525,0,0,0
1526,-1,-1,-1
1527,-1,-1,-1
1528,1,0.3,0.35
1529,-1,-1,-1
1530,-1,-1,-1
1531,-1,-1,-1
1532,-1,-1,-1
1533,-1,-1,-1
1534,-1,-1,-1
1535,-1,-1,-1
1536,-1,-1,-1
1537,-1,-1,-1
1538,-1,-1,-1
1539,-1,-1,-1
1540,-1,-1,-1
1541,1,124.51,120.95
1542,-1,-1,-1
1543,0,0,0
1544,-1,-1,-1
1545,-1,-1,-1
1546,-1,-1,-1
1547,-1,-1,-1
1548,-1,-1,-1
1549,-1,-1,-1
1550,-1,-1,-1
1551,-1,-1,-1
1552,1,1.66,1.68
1553,-1,-1,-1
1554,-1,-1,-1
1555,-1,-1,-1
1556,-1,-1,-1
1557,-1,-1,-1
1558,-1,-1,-1
1559,1,1.43,1.52
1560,1,0.15,0.16
1561,-1,-1,-1
1562,0,0,0
1563,1,"1,144.99","1,110.94"
1564,-1,-1,-1
1565,-1,-1,-1
1566,-1,-1,-1
1567,1,0.24,0.23
1568,-1,-1,-1
1569,-1,-1,-1
1570,-1,-1,-1
1571,-1,-1,-1
1572,-1,-1,-1
1573,-1,-1,-1
1574,0,0,0
1575,-1,-1,-1
1576,-1,-1,-1
1577,0,0,0
1578,-1,-1,-1
1579,-1,-1,-1
1580,1,0.15,0.16
1581,-1,-1,-1
1582,-1,-1,-1
1583,-1,-1,-1
1584,-1,-1,-1
1585,-1,-1,-1
1586,-1,-1,-1
1587,-1,-1,-1
1588,-1,-1,-1
1589,-1,-1,-1
1590,-1,-1,-1
1591,1,666,666
1592,-1,-1,-1
1593,-1,-1,-1
1594,-1,-1,-1
1595,1,0.05,0.07
1596,-1,-1,-1
1597,1,4.71,4.96
1598,0,0,0
1599,1,0.49,0.5
1600,1,0.09,0.09
1601,-1,-1,-1
1602,-1,-1,-1
1603,-1,-1,-1
1604,-1,-1,-1
1605,-1,-1,-1
1606,-1,-1,-1
1607,-1,-1,-1
1608,-1,-1,-1
1609,-1,-1,-1
1610,1,0.89,0.78
1611,-1,-1,-1
1612,-1,-1,-1
1613,-1,-1,-1
1614,-1,-1,-1
1615,-1,-1,-1
1616,-1,-1,-1
1617,-1,-1,-1
1618,-1,-1,-1
1619,0,0,0
1620,-1,-1,-1
1621,-1,-1,-1
1622,-1,-1,-1
1623,1,0.41,0.42
1624,-1,-1,-1
1625,-1,-1,-1
1626,-1,-1,-1
1627,-1,-1,-1
1628,-1,-1,-1
1629,-1,-1,-1
1630,-1,-1,-1
1631,-1,-1,-1
1632,-1,-1,-1
1633,-1,-1,-1
1634,-1,-1,-1
1635,0,0,0
1636,-1,-1,-1
1637,-1,-1,-1
1638,1,0.05,0.07
1639,-1,-1,-1
1640,-1,-1,-1
1641,-1,-1,-1
1642,1,5.86,5.89
1643,-1,-1,-1
1644,1,12.85,12.88
1645,1,0.38,0.37
1646,1,666,38.33
1647,1,7.11,7.24
1648,1,10.86,11.01
1649,0,0,0
1650,0,0,0
1651,1,0.4,0.4
1652,1,1.28,1.31
